2,0,0,4974992
2,0,0,4974992
4,0,0,4974992
4,0,0,4974992
4,0,0,4974992
6,1,0,4974992
6,1,0,4974992
6,1,0,4974992
12,2,0,4974992
15,2,0,4974992
16,2,0,4974992
16,2,0,4974992
16,2,0,4974992
16,2,0,4974992
16,2,0,4974992
18,9,0,4974992
18,9,0,4974992
18,9,0,4974992
19,9,0,4974992
19,9,0,4974992
22,9,0,4974992
22,9,0,4974992
24,9,0,4974992
39,12,0,4974992
48,12,0,4974992
48,12,0,4974992
52,12,0,4974992
55,17,0,4974992
66,17,0,4974992
84,17,0,4974992
99,17,0,4974992
109,23,0,4974992
131,23,0,4974992
152,23,0,4974992
167,23,0,4974992
179,29,0,4974992
192,34,1,4974992
210,34,1,4974992
231,57,1,4974992
252,57,1,4974992
277,61,2,4974992
298,61,2,4974992
331,61,2,4974992
371,67,2,4974992
419,72,2,4974992
457,109,3,4974992
484,109,3,4974992
546,109,3,4974992
599,109,4,4974992
727,124,4,4974992
813,130,4,4974992
910,131,4,4974992
1019,176,4,4974992
1069,176,6,4974992
1180,176,6,4974992
1266,233,7,4974992
1410,238,7,4974992
1508,238,8,4974992
1614,238,8,4974992
1716,307,9,4974992
1790,325,10,4974992
1905,329,10,4974992
1998,333,10,4974992
2049,364,10,4974992
2131,364,10,4974992
2274,364,10,4974992
2348,495,11,4974992
2447,495,11,4974992
2483,750,12,4974992
2568,750,12,4974992
2637,816,12,4974992
2735,858,13,4974992
2903,888,13,4974992
2958,980,15,4974992
3112,1025,16,4974992
3224,1068,17,4974992
3399,1117,17,4974992
3573,1250,17,4974992
3721,1250,17,4974992
4019,1289,17,4974992
4341,1303,18,4974992
4625,1350,20,4974992
5029,1436,21,4974992
5186,1465,22,4974992
5379,1496,25,4974992
5671,1574,27,4974992
6043,1661,30,4974992
6370,1821,31,4974992
6794,1821,34,4974992
7257,1848,36,4974992
7770,1933,37,4974992
7770,1933,37,4974992
8118,2067,37,4974992
8373,2177,39,4974992
9009,2177,40,4974992
9820,2396,40,4974992
10423,2396,42,4974992
11437,2682,49,4974992
12223,2682,50,4974992
12799,2812,59,4974992
13537,2845,67,4974992
14316,3451,67,4974992
15086,3451,72,4974992
16016,3451,72,4974992
16882,3451,75,4974992
17486,3793,81,4974992
18198,4152,83,4974992
18887,5640,84,4974992
19954,6623,89,4974992
21071,7489,96,4974992
22077,7530,99,4974992
23481,8454,104,4974992
24524,9533,108,4974992
25269,11089,114,4974992
26079,11797,116,4974992
26818,13264,119,4974992
27670,13974,125,4974992
28566,14780,128,4974992
29471,15552,131,4974992
31076,16408,137,4974992
32394,17279,140,4974992
33536,17972,142,4974992
34902,18520,144,4974992
36034,19482,153,4974992
36953,20363,159,4974992
38150,21200,163,4974992
39060,22422,169,4974992
40070,23425,176,4974992
41194,24162,185,4974992
42555,25318,188,4974992
43929,26169,193,4974992
45106,26968,203,4974992
46178,27917,213,4974992
47735,29146,218,4974992
48997,31000,224,4974992
50207,32005,233,4974992
51725,33021,236,4974992
53614,34225,244,4974992
54697,35255,248,4974992
56015,36098,257,4974992
58179,37257,259,4974992
59568,37987,273,4974992
61247,39038,281,4974992
62574,40090,290,4974992
64193,41450,298,4974992
65504,42772,308,4974992
66661,44004,318,4974992
68400,45150,326,4974992
69887,46608,337,4974992
71547,47922,349,4974992
72646,51349,355,4974992
73791,53007,359,4974992
74858,54061,371,4974992
76005,55299,384,4974992
77058,57028,393,4974992
77904,58587,402,4974992
78569,60240,412,4974992
79159,61421,421,4974992
79159,61421,421,4974992
79159,61421,421,4974992
79159,61421,421,4974992
79159,61421,421,4974992
79159,61421,421,4974992
80286,69803,488,4974992
80713,70910,492,4974992
81067,72263,502,4974992
81357,73481,509,4974992
81580,74691,513,4974992
81787,76124,521,4974992
82050,76720,533,4974992
82299,77072,539,4974992
82531,77278,551,4974992
82743,77427,557,4974992
82924,77550,562,4974992
83086,77680,572,4974992
83226,77812,588,4974992
83418,77977,597,4974992
83606,78188,603,4974992
83769,78386,609,4974992
83769,78386,609,4974992
83769,78386,609,4974992
83769,78386,609,4974992
84509,78912,637,4974992
84652,79147,642,4974992
84818,79409,646,4974992
85005,79608,650,4974992
85005,79608,650,4974992
85005,79608,650,4974992
85544,80459,677,4974992
85722,80810,685,4974992
85928,81024,689,4974992
85928,81024,689,4974992
86380,81828,705,4974992
86380,81828,705,4974992
86380,81828,705,4974992
87072,82406,728,4974992
87328,82805,734,4974992
87590,82973,742,4974992
87939,83115,751,4974992
88337,83325,762,4974992
88337,83325,762,4974992
88337,83325,762,4974992
89746,83771,780,4974992
90222,83928,790,4974992
90660,84113,797,4974992
91196,84363,805,4974992
91753,84648,818,4974992
91753,84648,818,4974992
91753,84648,818,4974992
93475,85418,846,4974992
94051,85781,853,4974992
94711,86195,865,4974992
95339,86482,875,4974992
95907,86765,885,4974992
95907,86765,885,4974992
95907,86765,885,4974992
97450,87801,909,4974992
98057,88234,924,4974992
98585,88528,935,4974992
98585,88528,935,4974992
98585,88528,935,4974992
98585,88528,935,4974992
98585,88528,935,4974992
101270,90296,977,4974992
101814,90600,985,4974992
102648,91275,990,4974992
103465,91329,1000,4974992
104129,91731,1009,4974992
104129,91731,1009,4974992
104129,91731,1009,4974992
105890,92840,1038,4974992
106575,93222,1046,4974992
107213,93557,1053,4974992
107776,93908,1061,4974992
108296,94229,1071,4974992
108296,94229,1071,4974992
108296,94229,1071,4974992
109953,95624,1101,4974992
110594,96400,1114,4974992
111033,96949,1122,4974992
111484,97367,1137,4974992
111837,97949,1147,4974992
111837,97949,1147,4974992
111837,97949,1147,4974992
112932,99278,1174,4974992
113354,99668,1190,4974992
113820,99997,1203,4974992
114434,103060,1208,4974992
114434,103060,1208,4974992
114434,103060,1208,4974992
114434,103060,1208,4974992
115734,105700,1246,4974992
116152,106195,1256,4974992
116528,106540,1264,4974992
116847,106903,1275,4974992
117167,107368,1286,4974992
117167,107368,1286,4974992
117167,107368,1286,4974992
118140,108681,1301,4974992
118503,108968,1310,4974992
118884,109330,1316,4974992
119186,109633,1321,4974992
119442,110050,1326,4974992
119442,110050,1326,4974992
119442,110050,1326,4974992
120389,111096,1338,4974992
120718,111446,1350,4974992
120718,111446,1350,4974992
121129,112014,1360,4974992
121360,112406,1365,4974992
121360,112406,1365,4974992
121360,112406,1365,4974992
122081,113269,1380,4974992
122356,113577,1386,4974992
122579,113856,1391,4974992
122579,113856,1391,4974992
122579,113856,1391,4974992
122579,113856,1391,4974992
122579,113856,1391,4974992
123484,114963,1418,4974992
123699,115216,1423,4974992
123908,115441,1430,4974992
124145,115613,1430,4974992
124329,115866,1435,4974992
124329,115866,1435,4974992
124329,115866,1435,4974992
124886,116354,1444,4974992
125115,116506,1452,4974992
125325,116720,1454,4974992
125490,117034,1461,4974992
125669,117327,1463,4974992
125669,117327,1463,4974992
125669,117327,1463,4974992
126240,118048,1471,4974992
126504,118287,1472,4974992
126719,118505,1475,4974992
126835,118736,1480,4974992
127019,119009,1483,4974992
127019,119009,1483,4974992
127019,119009,1483,4974992
127667,119574,1488,4974992
127931,119745,1489,4974992
128143,119945,1490,4974992
128236,120178,1491,4974992
128290,120441,1491,4974992
128290,120441,1491,4974992
128290,120441,1491,4974992
128472,120976,1495,4974992
128563,121182,1495,4974992
128633,121356,1497,4974992
128719,121614,1497,4974992
128867,121890,1499,4974992
128867,121890,1499,4974992
128867,121890,1499,4974992
129404,122266,1501,4974992
129584,122372,1502,4974992
129774,122406,1502,4974992
129888,122456,1504,4974992
130070,122556,1505,4974992
130070,122556,1505,4974992
130070,122556,1505,4974992
130608,122867,1508,4974992
130780,123024,1508,4974992
130944,123187,1508,4974992
131086,123415,1508,4974992
131264,123593,1509,4974992
131264,123593,1509,4974992
131264,123593,1509,4974992
131790,124067,1512,4974992
132011,124213,1514,4974992
132146,124398,1516,4974992
132317,124579,1516,4974992
132486,124730,1517,4974992
132486,124730,1517,4974992
132486,124730,1517,4974992
133044,126262,1521,4974992
133253,126334,1522,4974992
133407,126409,1524,4974992
133574,126486,1525,4974992
133728,126572,1527,4974992
133728,126572,1527,4974992
133728,126572,1527,4974992
