1,0,0,58558267
1,0,0,58558267
1,0,0,58558267
3,0,0,58558267
3,0,0,58558267
7,0,0,58558267
13,0,0,58558267
17,0,0,58558267
24,0,0,58558267
38,0,0,58558267
51,0,0,58558267
62,0,0,58558267
62,0,0,58558267
116,0,0,58558267
150,0,0,58558267
202,0,0,58558267
240,0,0,58558267
274,0,0,58558267
402,0,0,58558267
554,4,0,58558267
709,12,0,58558267
927,12,0,58558267
1170,31,1,58558267
1187,31,1,58558267
1280,31,2,58558267
1326,31,3,58558267
1353,31,5,58558267
1380,50,5,58558267
1462,50,5,58558267
1505,95,9,58558267
1585,95,9,58558267
1655,95,11,58558267
1686,95,12,58558267
1749,95,13,58558267
1845,95,18,58558267
1934,95,18,58558267
2003,410,24,58558267
2028,410,25,58558267
2173,410,25,58558267
2272,410,27,58558267
2415,410,27,58558267
2506,410,34,58558267
2605,903,48,58558267
2783,903,50,58558267
3034,903,52,58558267
3158,903,54,58558267
3300,1055,58,58558267
3465,1055,58,58558267
3635,1055,65,58558267
3953,1473,75,58558267
4220,1473,79,58558267
4361,1473,86,58558267
4546,1473,87,58558267
4793,1473,90,58558267
4996,2073,93,58558267
5350,2073,103,58558267
5647,2073,103,58558267
5951,2382,116,58558267
6336,2549,123,58558267
6783,2549,131,58558267
7220,2746,138,58558267
7572,2746,148,58558267
7808,3153,153,58558267
8232,3153,161,58558267
8895,3153,178,58558267
9420,3983,186,58558267
10015,4173,194,58558267
10652,4357,206,58558267
11350,4357,206,58558267
12074,4745,219,58558267
12739,5676,238,58558267
13524,6083,247,58558267
14355,6478,261,58558267
15515,7006,264,58558267
16433,7298,286,58558267
17200,7960,312,58558267
18003,8950,339,58558267
19137,8950,369,58558267
20125,10104,397,58558267
21343,10104,407,58558267
22583,11100,429,58558267
23615,11917,481,58558267
24264,12741,524,58558267
25937,13451,552,58558267
27403,14370,577,58558267
29240,15093,611,58558267
30967,16116,643,58558267
32683,16809,683,58558267
34357,17291,705,58558267
35812,18313,755,58558267
37525,19682,792,58558267
40792,21311,848,58558267
43434,23088,908,58558267
45973,24258,952,58558267
48285,24364,998,58558267
50879,26099,1080,58558267
52991,29006,1162,58558267
55421,31505,1210,58558267
58568,33252,1284,58558267
61927,35006,1354,58558267
65736,36850,1423,58558267
70038,38531,1480,58558267
73533,39867,1568,58558267
76334,42063,1625,58558267
80412,44331,1674,58558267
83890,44920,1737,58558267
87715,47825,1831,58558267
92681,50326,1877,58558267
97302,51608,1930,58558267
101590,53444,1991,58558267
106108,55045,2102,58558267
111796,56874,2205,58558267
118375,59974,2292,58558267
124590,64111,2340,58558267
131800,67094,2413,58558267
138134,68925,2456,58558267
144264,70614,2529,58558267
151209,73543,2657,58558267
159333,76025,2749,58558267
168061,81999,2844,58558267
177124,86298,2952,58558267
187977,91227,3026,58558267
196750,93315,3199,58558267
205721,97848,3310,58558267
215855,102299,3502,58558267
224665,106842,3602,58558267
238339,113061,3720,58558267
250687,118232,3860,58558267
264184,127715,3971,58558267
276242,134874,4079,58558267
287796,138241,4172,58558267
