1,0,0,7044639
1,0,0,7044639
1,0,0,7044639
5,0,0,7044639
5,0,0,7044639
6,0,0,7044639
6,0,0,7044639
6,0,0,7044639
8,0,0,7044639
9,0,0,7044639
11,0,0,7044639
11,0,0,7044639
13,0,0,7044639
18,0,1,7044639
22,0,1,7044639
22,0,1,7044639
27,0,2,7044639
37,0,3,7044639
41,0,3,7044639
52,1,3,7044639
56,1,3,7044639
59,1,3,7044639
64,1,3,7044639
65,1,3,7044639
69,1,3,7044639
77,2,3,7044639
92,6,3,7044639
96,12,3,7044639
104,12,3,7044639
113,12,5,7044639
115,15,5,7044639
119,15,5,7044639
124,18,5,7044639
129,18,6,7044639
133,18,6,7044639
134,22,6,7044639
147,22,6,7044639
159,22,7,7044639
161,23,8,7044639
174,30,8,7044639
199,30,8,7044639
202,35,8,7044639
206,41,8,7044639
208,46,8,7044639
208,53,8,7044639
213,62,9,7044639
213,67,9,7044639
223,78,9,7044639
228,85,9,7044639
228,85,9,7044639
228,93,9,7044639
239,102,9,7044639
239,102,9,7044639
266,113,10,7044639
333,115,10,7044639
370,119,10,7044639
396,126,10,7044639
415,130,10,7044639
431,135,10,7044639
440,142,10,7044639
462,148,10,7044639
563,152,10,7044639
689,155,10,7044639
713,165,10,7044639
724,170,10,7044639
737,173,10,7044639
740,182,11,7044639
754,184,11,7044639
759,193,11,7044639
778,198,11,7044639
786,202,11,7044639
788,219,11,7044639
829,230,11,7044639
833,242,11,7044639
836,256,11,7044639
838,264,11,7044639
850,298,11,7044639
862,307,11,7044639
865,344,11,7044639
877,382,11,7044639
884,392,11,7044639
900,402,11,7044639
917,413,11,7044639
964,466,11,7044639
986,477,11,7044639
995,488,11,7044639
1013,498,11,7044639
1070,511,11,7044639
1086,511,11,7044639
1087,516,11,7044639
1090,532,11,7044639
1135,575,11,7044639
1145,603,11,7044639
1187,604,11,7044639
1202,619,11,7044639
1230,624,11,7044639
1254,633,11,7044639
1261,647,11,7044639
1289,650,11,7044639
1296,673,12,7044639
1303,699,13,7044639
1308,711,13,7044639
1330,717,13,7044639
1336,741,13,7044639
1362,791,13,7044639
1379,871,13,7044639
1392,903,13,7044639
1422,926,13,7044639
1528,944,13,7044639
1569,976,13,7044639
1711,1013,13,7044639
1942,1045,15,7044639
2127,1065,15,7044639
2191,1080,16,7044639
2221,1089,17,7044639
2260,1102,19,7044639
2303,1108,19,7044639
2349,1113,19,7044639
2385,1134,20,7044639
2427,1166,20,7044639
2456,1180,20,7044639
2502,1193,20,7044639
2554,1212,20,7044639
2638,1229,20,7044639
2736,1256,20,7044639
2820,1261,21,7044639
2948,1275,22,7044639
2980,1293,25,7044639
3074,1308,25,7044639
3198,1338,25,7044639
3342,1379,27,7044639
3457,1481,28,7044639
3629,1643,29,7044639
3721,1918,31,7044639
3748,2171,33,7044639
3817,2307,35,7044639
4000,2391,36,7044639
4113,2487,36,7044639
4224,2596,38,7044639
4328,2679,40,7044639
4444,2794,41,7044639
4548,2905,43,7044639
4674,3039,45,7044639
4866,3169,46,7044639
5207,3250,47,7044639
5338,3548,49,7044639
5485,3786,52,7044639
5644,3966,52,7044639
5724,4249,55,7044639
5852,4645,59,7044639
6060,4839,61,7044639
6375,4974,66,7044639
6508,5123,69,7044639
6705,5181,72,7044639
6907,5222,75,7044639
7234,5276,82,7044639
7519,5326,86,7044639
8018,5384,93,7044639
8389,5516,97,7044639
9022,5657,108,7044639
9381,5841,127,7044639
9791,6034,138,7044639
10135,6210,145,7044639
10606,6402,161,7044639
11133,6582,165,7044639
11817,6783,170,7044639
12536,7007,182,7044639
12974,7197,192,7044639
13233,7417,205,7044639
13602,7649,219,7044639
14228,7883,231,7044639
14872,8134,247,7044639
15290,8348,265,7044639
15873,8595,280,7044639
16474,8854,294,7044639
17105,9146,308,7044639
17662,9421,326,7044639
18338,9721,348,7044639
19138,9981,358,7044639
19959,10251,373,7044639
20654,10523,398,7044639
21871,10810,412,7044639
22486,11133,435,7044639
23353,11524,449,7044639
24214,11920,463,7044639
25026,12309,474,7044639
25631,12729,485,7044639
26512,13181,496,7044639
27324,13679,514,7044639
27817,14288,525,7044639
28367,14814,539,7044639
29298,15261,552,7044639
30419,15740,566,7044639
31113,16313,584,7044639
32127,16921,611,7044639
33015,17535,636,7044639
33520,18117,659,7044639
34260,18629,676,7044639
34828,19257,705,7044639
35571,19867,727,7044639
36404,20502,743,7044639
37226,21117,761,7044639
37922,21757,782,7044639
38684,22419,803,7044639
39432,23063,818,7044639
40101,23748,841,7044639
40758,24449,857,7044639
41799,25167,869,7044639
42684,25803,890,7044639
43452,26512,913,7044639
44182,27203,929,7044639
44715,27887,947,7044639
45647,28546,966,7044639
46435,29270,989,7044639
47316,29976,1012,7044639
48275,30643,1045,7044639
48978,31351,1065,7044639
49675,32090,1077,7044639
50344,32751,1096,7044639
51197,33325,1108,7044639
51845,33921,1131,7044639
52596,34427,1150,7044639
53482,34927,1165,7044639
54015,35524,1179,7044639
54724,36068,1188,7044639
55452,36663,1207,7044639
56073,37167,1231,7044639
56819,37673,1250,7044639
57526,38187,1262,7044639
58259,38797,1278,7044639
59043,39214,1293,7044639
59594,39735,1309,7044639
60109,40247,1333,7044639
60557,40748,1347,7044639
61290,41288,1359,7044639
62050,41800,1373,7044639
62596,42337,1387,7044639
63185,42900,1404,7044639
63731,43403,1418,7044639
64156,44006,1429,7044639
64628,44523,1441,7044639
65258,45123,1454,7044639
65778,45794,1462,7044639
66481,46466,1472,7044639
66941,47154,1479,7044639
67589,47822,1490,7044639
