,District Name,Kpar1,Kpar2,Kpar3,Kpar4,Kpar5,Population
308,RJ_Alwar,0.1990823,0.21174735,0.62486167,0.000921228,0.000340655,3671999
309,RJ_Banswara,0.11937158,0.12770902,0.15562307,0.003716257,0.000261152,1798194
310,RJ_Baran,0.10343543,0.12192656,0.038158084,0.001964756,0.000536136,1223921
311,RJ_Barmer,0.14560728,0.14608433,0.17350294,0.001337431,0.000441549,2604453
312,RJ_Bharatpur,0.16323562,0.18532793,0.21599891,0.004419309,0.000122549,2549121
313,RJ_Bhilwara,0.17439295,0.24139546,5.9549694,0.000836911,2.01E-05,2410459
314,RJ_Bundi,0.093871064,0.16803696,0.013475523,0.001541525,9.99E-05,1113725
315,RJ_Chittorgarh,0.11246234,0.12523078,0.065914081,0.002061272,0.000946717,1544392
316,RJ_Churu,0.14681477,0.16263126,0.092176059,0.001789964,0.000962917,2041172
317,RJ_Dausa,0.11129906,0.14220798,0.016602239,0.0021771,0.002329863,1637226
318,RJ_Dholpur,0.11244043,0.12383651,0.057273219,0.001221281,0.001782543,1207293
319,RJ_Dungarpur,0.12783134,0.14153131,0.17209976,0.001542192,0.00061453,1388906
320,RJ_Ganganagar,0.16446208,0.21030283,0.096370805,0.001231581,0.001244795,1969520
321,RJ_Hanumangarh,0.1849424,0.20163744,0.099138594,0.002191826,0.001167828,1779650
322,RJ_Jaipur,0.070275244,0.091447167,0.1041399,0.000474453,0.000510335,6663971
323,RJ_Jaisalmer,0.11103055,0.12860356,0.052368588,0.002617756,0.001073642,672008
324,RJ_Jalore,0.17183202,0.20714628,0.14746279,0.002033532,0.000241033,1830151
325,RJ_Jhalawar,0.13121882,0.12048244,0.15564528,0.001356742,0.00142644,1411327
326,RJ_Jhunjhunu,0.18564286,0.22042049,0.102905,0.002700432,0.003496593,2139658
327,RJ_Jodhpur,0.07554231,0.099812209,0.13599825,0.000547405,0.000616979,3685681
328,RJ_Karauli,0.083051499,0.1155222,0.004068352,0.002171706,0.004925314,1458459
329,RJ_Kota,0.081825495,0.094664821,0.14923628,0.00083073,0.001640143,1950491
330,RJ_Nagaur,0.11899628,0.13560312,0.1114507,0.001363777,0.00051788,3309234
331,RJ_Pali,0.089251678,0.098378628,0.090826327,0.001981122,0.001387677,2038533
332,RJ_Pratapgarh,0.061495778,0.050522744,0.01889245,0.003569191,0.002576951,868231
333,RJ_Rajsamand,0.092334777,0.10334775,0.078604238,0.001824411,0.000937275,1158283
334,RJ_Sawai_Madhopur,0.12293062,0.18943073,0.015291109,0.001274689,0.002620009,1338114
335,RJ_Sikar,0.17228965,0.19841955,0.1957213,0.001822528,0.000467562,2677737
336,RJ_Sirohi,0.13647802,0.14670515,0.17687093,0.002400675,0.000745948,1037185
337,RJ_Tonk,0.14347066,0.16948247,0.079625896,0.001745693,0.000754941,1421711
338,TN_Ariyalur,0.12087977,0.13531324,0.069673142,0.002131221,0.002850443,752481
339,TN_Chengalpattu,0.090704527,0.11872419,0.21132016,0.001562055,0.000817089,2556244
340,TN_Coimbatore,0.09918764,0.1402062,0.13986804,0.001527101,0.00090972,3472578
341,TN_Cuddalore,0.1121344,0.17658019,0.099739404,0.001470567,0.000755147,2600880
342,TN_Dharmapuri,0.1039061,0.21094636,0.02408424,0.001323513,0.001811769,1502900
343,TN_Erode,0.11201159,0.13132711,0.11131982,0.001651135,0.00161051,2259608
344,TN_Kallakurichi,0.10099738,0.12667313,0.091006829,0.001498425,0.000729515,1370281
345,TN_Kancheepuram,0.084639347,0.13312592,0.12588338,0.001475888,0.001049835,1166401
346,TN_Kanyakumari,0.10326326,0.13617603,0.071689678,0.002488101,0.002088715,1863178
347,TN_Karur,0.11765655,0.13046253,0.10099772,0.001601794,0.001065182,1076588
348,TN_Krishnagiri,0.10797051,0.15985912,0.03775182,0.002184607,0.000809541,1883731
349,TN_Madurai,0.10687663,0.095246936,0.49786003,0.002126707,0.000876976,3991038
350,TN_Nagapattinam,0.10811544,0.16387334,0.035067903,0.002345139,0.00233142,1614069
351,TN_Nilgiris,0.15406378,0.20751839,0.23608826,0.001285742,0.001343583,735071
352,TN_Perambalur,0.12947051,0.12989846,0.069394001,0.002130371,0.000941881,564511
353,TN_Pudukkottai,0.1083125,0.14379587,0.055699168,0.002148585,0.002364532,1918725
354,TN_Ramanathapuram,0.1497435,0.15767673,0.14090665,0.002456915,0.00071136,1337560
355,TN_Ranipet,0.099196063,0.15842872,0.075432638,0.002205107,0.001377711,1210277
356,TN_Salem,0.12062382,0.17293708,0.12090498,0.002141098,0.000354699,3480008
357,TN_Tenkasi,0.11980056,0.13183717,0.1285949,0.002441283,0.000896818,1407627
358,TN_Theni,0.10535117,0.21861182,0.078755233,0.00132016,0.00088516,1243684
359,TN_Tirunelveli,0.099434738,0.18704281,0.045554335,0.002306473,0.00321687,1665253
360,TN_Tirupathur,0.12979536,0.15048035,0.18649969,0.003538677,0.000485747,1111812
361,TN_Tiruppur,0.15323166,0.19887581,0.18550367,0.002306635,0.000896734,2471222
362,TN_Tiruvannamalai,0.13293241,0.16759412,0.17387046,0.002120181,0.000690477,2468965
363,TN_Vellore,0.096097971,0.11178465,0.22685569,0.002141046,0.000382308,1614242
364,TR_Dhalai,0.074840043,0.051185918,0.10092425,0.00065341,0.00121073,377988
365,TR_Gomati,0.071007081,0.11018383,0.040156738,0.001120791,0.000801728,436868
366,TR_Khowai,0.080107321,0.008216962,0.039496527,0.002293416,0.001970043,327391
367,TR_North_Tripura,0.079669334,0.065605862,0.095141309,0.000744535,0.000873266,415946
368,TR_Sipahijala,0.090438909,0.11424632,0.051759099,0.001696783,0.000818175,484233
369,TR_South_Tripura,0.069641753,0.039434209,0.098761227,0.000695587,0.000878745,433737
370,TR_Unokoti,0.10129596,0.10182435,0.12695848,0.001705635,0.000401854,277335
371,TR_West_Tripura,0.0995133,0.16973589,0.10807408,0.001857864,0.000768666,917534
372,UP_Agra,0.12840296,0.15295411,0.078061969,0.001539653,0.001302447,4380793
373,UP_Aligarh,0.095907794,0.14365147,0.024206143,0.000414112,0.002753373,3673849
374,UP_Ambedkar_Nagar,0.099006113,0.067370722,0.081504129,0.002267287,0.000777461,2398709
375,UP_Amethi,0.086908713,0.073075575,0.046209359,0.001611845,0.002240748,2549935
376,UP_Amroha,0.096618783,0.12501082,0.0199125,0.001993603,0.003015691,1838771
377,UP_Auraiya,0.096610815,0.10195235,0.026793495,0.002295598,0.002801729,1372287
378,UP_Ayodhya,0.085807103,0.0839885,0.11145686,0.001486957,0.001033482,2468371
379,UP_Azamgarh,0.08414561,0.061218517,0.039120135,0.002404065,0.002462984,4616509
380,UP_Baghpat,0.14377796,0.15214541,0.26540857,0.005968061,0.000310103,1302156
381,UP_Bahraich,0.090312439,0.073501863,0.034000056,0.002573484,0.00167426,2384239
382,UP_Ballia,0.10962876,0.10575791,0.10672052,0.002204618,0.001266208,3223642
383,UP_Balrampur,0.11102543,0.1001333,0.17688416,0.001583727,0.000389986,2149066
384,UP_Banda,0.093255398,0.088987974,0.046508562,0.001667761,0.001048784,1799541
385,UP_Barabanki,0.096602503,0.19526004,0.011108567,0.002307559,0.003205599,3257983
386,UP_Bareilly,0.10375397,0.10008417,0.1460628,0.001337057,0.001206214,4465344
387,UP_Basti,0.10939052,0.076849555,0.082669897,0.001117568,0.002088467,2461056
388,UP_Bhadohi,0.091516446,0.086041706,0.18239511,0.001537188,0.000337475,1554203
389,UP_Bijnor,0.089186593,0.086680528,0.084768886,0.001926643,0.001002974,3683896
390,UP_Budaun,0.10436531,0.16130109,0.005258687,0.003612093,0.012507723,3712738
391,UP_Bulandshahr,0.086441475,0.10870205,0.015998313,0.001663365,0.003792254,3498507
392,UP_Chandauli,0.10434689,0.12417605,0.030165098,0.001433275,0.001638852,1952713
393,UP_Chitrakoot,0.11118165,0.10739583,0.072421436,0.002377332,0.000830629,990626
394,UP_Deoria,0.091394373,0.13176264,2.707765,0.002702175,5.48E-05,3098637
395,UP_Etah,0.068907115,0.039166633,0.07096667,0.001400148,0.000860753,1761152
396,UP_Etawah,0.090644524,0.10081435,0.045260303,0.001666189,0.001773173,1579160
397,UP_Fatehpur,0.043012455,0.054036271,0.28053179,0.002167681,6.12E-05,2632684
398,UP_Firozabad,0.11524778,0.10982953,0.15486958,0.001641225,0.000814863,2496761
399,UP_Ghazipur,0.080711066,0.066001288,0.093792124,0.001761065,0.000793907,3622727
400,UP_Gonda,0.090652138,0.082963406,0.04455442,0.001207836,0.001350863,3431386
401,UP_Gorakhpur,0.093173404,0.14621508,0.029004903,0.001079945,0.004632577,4436275
402,UP_Hamirpur,0.11851003,0.115505,0.056044771,0.00323551,0.000905714,1104021
403,UP_Hapur,0.11273043,0.12318977,0.4612526,0.002660433,0.000224842,1338211
404,UP_Hardoi,0.10394914,0.16603248,0.00990162,0.002607657,0.003834917,4091380
405,UP_Jalaun,0.096463805,0.098518809,0.095726412,0.002366656,0.000908708,1670718
406,UP_Jaunpur,0.11869591,0.11140645,0.38382559,0.005776884,0.000430556,4476072
407,UP_Jhansi,0.10702555,0.12672354,0.082688535,0.001872685,0.000740065,2000755
408,UP_Kannauj,0.098411718,0.22166732,9.8964097,0.001844719,5.63E-06,1658005
409,UP_Kanpur_Nagar,0.081530473,0.13381231,0.041070877,0.002043946,0.002908936,4572951
410,UP_Kasganj,0.066723266,0.062502092,0.038811898,0.000984425,0.000591719,1438156
411,UP_Kaushambi,0.10345648,0.093854578,0.032065476,0.002374961,0.001716172,1596909
412,UP_Kushinagar,0.087446614,0.093202646,0.014890137,0.001671345,0.005378394,3560830
413,UP_Lakhimpur_Kheri,0.11248625,0.15659176,0.018990282,0.001083365,0.00377328,4013634
414,UP_Lalitpur,0.085098272,0.07026643,0.1608871,0.001563175,0.0003479,1218002
415,UP_Lucknow,0.088803188,0.13559563,0.12860672,0.001193677,0.00173886,4588455
416,UP_Maharajganj,0.10604343,0.18574213,0.012653519,0.00259935,0.004924806,2665292
417,UP_Mahoba,0.10325139,0.15664314,0.006990703,0.002553781,0.004537903,876055
418,UP_Mainpuri,0.098487973,0.095447157,0.1532923,0.002024276,0.000654618,1847194
419,UP_Mathura,0.078793869,0.11732483,0.010716174,0.002183445,0.007243393,2541894
420,UP_Mau,0.090494989,0.073408752,0.060445393,0.001727649,0.001692024,2205170
421,UP_Meerut,0.07848974,0.10937267,0.051204685,0.001800541,0.001385135,3447405
422,UP_Mirzapur,0.10739668,0.10926956,0.17271521,0.002257688,0.000180857,2494533
423,UP_Moradabad,0.086654357,0.13235235,0.013518476,0.00114636,0.005949203,4773138
424,UP_Muzaffarnagar,0.092253978,0.25162034,0.00604441,0.002074429,0.003504278,4138605
425,UP_Pilibhit,0.10158275,0.10195497,0.025728464,0.003661647,0.003044973,2037225
426,UP_Pratapgarh,0.0955201,0.09324949,0.055921229,0.001363838,0.001127826,3173752
427,UP_Prayagraj,0.1001608,0.14445048,0.041109674,0.001321569,0.003928351,5959798
428,UP_Rae_Bareli,0.093258082,0.1024362,0.020858894,0.002843641,0.004326022,3404004
429,UP_Rampur,0.10118592,0.19008873,0.012308973,0.000997676,0.005390238,2335398
430,UP_Saharanpur,0.078588055,0.14375908,0.009938114,0.001636664,0.009988513,3464228
431,UP_Sambhal,0.082687378,0.093172234,0.013189714,0.001573556,0.003499326,2217020
432,UP_Sant_Kabir_Nagar,0.097771431,0.082929582,0.08000096,0.002022959,0.000836602,1714300
433,UP_Shahjahanpur,0.097184319,0.126529,0.019065228,0.001605487,0.003697978,3002376
434,UP_Shamli,0.07970308,0.039424005,0.095805673,0.001075079,0.001115197,1274815
435,UP_Shrawasti,0.08144412,0.17767525,0.001685184,0.006436327,0.00270254,1114615
436,UP_Siddharthnagar,0.080515663,0.066763716,0.043478205,0.001612924,0.001688939,2553526
437,UP_Sitapur,0.085200439,0.16467289,0.003631311,0.002495295,0.0128581,4474446
438,UP_Sonbhadra,0.08436926,0.1247659,0.014998265,0.001957366,0.002004901,1862612
439,UP_Sultanpur,0.10459752,0.098567569,0.05068262,0.001980982,0.00146835,3790922
440,UP_Unnao,0.075860496,0.11369897,0.005108184,0.002335388,0.008532748,3110595
441,UP_Varanasi,0.086318452,0.093673762,0.1462116,0.001784954,0.001269454,3682194
442,UT_Almora,0.097934271,0.10461754,0.29214906,0.001625835,0.000241858,621927
443,UT_Bageshwar,0.073256784,0.20715416,0.008383557,0.002182364,0.002727169,259840
444,UT_Chamoli,0.097251415,0.14336823,0.063663654,0.001700564,0.000503844,391114
445,UT_Champawat,0.080836218,0.12959901,0.027647214,0.001512263,0.000572794,259315
446,UT_Haridwar,0.095331269,0.1297538,0.074064725,0.001373528,0.000859509,1927029
447,UT_Nainital,0.083139999,0.096853145,0.43343641,0.002089487,0.000221245,955128
448,UT_Pauri_Garhwal,0.091387545,0.11202869,0.09614962,0.00140894,0.000444816,686527
449,UT_Pithoragarh,0.076649215,0.11710722,0.040010971,0.002216178,0.0003617,485993
450,UT_Rudraprayag,0.1117062,0.10386947,0.10442273,0.001343187,0.001557607,236857
451,UT_Tehri_Garhwal,0.081459087,0.08789083,0.18342646,0.000886883,0.000383991,616409
452,UT_Udham_Singh_Nagar,0.10382297,0.14180296,0.079288662,0.001065139,0.000972612,1648367
453,UT_Uttarkashi,0.062763919,0.071343359,0.076419759,0.000804987,0.0005441,329686
454,WB_Alipurduar,0.12626501,0.13987911,0.087120808,0.002142965,0.002027288,1700000
455,WB_Bankura,0.13308597,0.14540148,0.12048525,0.002191318,0.001704528,3596292
456,WB_Birbhum,0.13279273,0.15139549,0.11006237,0.001480095,0.000697411,3502387
457,WB_Cooch_Behar,0.11022289,0.11684652,0.38579366,0.001006252,0.000315404,2822780
458,WB_Dakshin_Dinajpur,0.11538507,0.12202667,0.15089759,0.001260763,0.001363489,1670931
459,WB_Darjeeling,0.1036734,0.12907207,0.14739159,0.001661007,0.000515057,1842034
460,WB_Hooghly,0.11987279,0.15082398,0.10664851,0.002032353,0.000851036,5520389
461,WB_Howrah,0.1194095,0.14225948,0.27851828,0.00359493,0.00034329,4841638
462,WB_Jalpaiguri,0.11469479,0.13525577,0.097927154,0.001710343,0.000797401,3869675
463,WB_Jhargram,0.12652614,0.13945313,0.063275331,0.001846464,0.001300293,1136548
464,WB_Kalimpong,0.097285719,0.10786468,0.061127956,0.003944339,0.000934817,251642
465,WB_Kolkata,0.11242389,0.1528663,1.3240875,0.002561055,0.000131059,4486679
466,WB_Malda,0.11852888,0.14004572,0.076041501,0.001545533,0.000994795,3997970
467,WB_Murshidabad,0.12977012,0.1412929,0.07952214,0.002039424,0.00194571,7102430
468,WB_Nadia,0.13022654,0.15993149,0.11749585,0.002101771,0.000911985,5168488
469,WB_North_24_Parganas,0.11853865,0.1462987,0.38867377,0.002380667,0.000489933,10082852
470,WB_Paschim_Bardhaman,0.1018008,0.1172076,0.12009029,0.001377323,0.000884369,2882031
471,WB_Paschim_Medinipur,0.1168863,0.14237088,0.083457997,0.00196175,0.00253857,5094238
472,WB_Purba_Bardhaman,0.11688544,0.1359041,0.066443922,0.001464134,0.00112442,4835532
473,WB_Purba_Medinipur,0.095182111,0.11412172,0.063676956,0.001539597,0.001803233,4417377
474,WB_Purulia,0.11299778,0.1163014,0.41212994,0.001419749,0.000234675,2927965
475,WB_South_24_Parganas,0.096335782,0.11058955,0.11185067,0.002121009,0.001245311,8153176
476,WB_Uttar_Dinajpur,0.10765944,0.12301281,0.044042848,0.002006525,0.001080687,3000849
