,District Name,Kpar1,Kpar2,Kpar3,Kpar4,Kpar5,Population
57,CT_Narayanpur,0.10826932,0.11040455,0.13759255,0.000832618,0.000370404,140206
58,CT_Raipur,0.06385426,0.12732388,0.057001422,0.000802362,0.002462651,4062160
59,CT_Rajnandgaon,0.08811524,0.10669042,0.17777765,0.001903714,0.001731058,1537520
60,CT_Sukma,0.14110197,0.2162958,0.21596387,0.001462582,0.000213318,249000
61,CT_Surajpur,0.060386576,0.063580617,0.057002142,0.000598471,0.000417719,660280
62,CT_Surguja,0.078996891,0.11469999,0.081924815,0.002003492,0.000553204,420661
63,DL_Delhi,0.08770428,0.15094322,3.0108622,0.002943893,0.000210178,19814000
64,GJ_Ahmedabad,0.053134062,0.058282368,0.15928801,0.00296239,0.000424551,7208200
65,GJ_Amreli,0.1086401,0.11241129,0.17782105,0.001698048,0.000271461,1513614
66,GJ_Aravalli,0.078262385,0.044060297,0.014154685,0.002533532,0.002053103,1051746
67,GJ_Bharuch,0.094515745,0.098179665,0.070805047,0.00114667,0.000886578,1550822
68,GJ_Bhavnagar,0.11217171,0.13909212,0.022149714,0.002097543,0.00231016,2877961
69,GJ_Botad,0.066100602,0.044553556,0.000801268,0.006053421,0.024923831,656005
70,GJ_Dahod,0.092084063,0.11257392,0.012744542,0.000977414,0.001317101,2126558
71,GJ_Gandhinagar,0.062098688,0.070682826,0.064915692,0.00099977,0.000879115,1387478
72,GJ_Gir_Somnath,0.083222289,0.082748152,0.04619403,0.002013889,0.001035526,1217477
73,GJ_Jamnagar,0.20176663,0.23947717,0.1782963,0.001361012,0.000723151,2159130
74,GJ_Junagadh,0.13765251,0.13897327,0.10888682,0.002610694,0.00081685,2742291
75,GJ_Kheda,0.17803173,0.21327002,0.056202751,0.001714619,0.000721651,2298934
76,GJ_Kutch,0.10619572,0.10959533,0.3870535,0.000823846,0.000169949,2090313
77,GJ_Mahisagar,0.11646608,0.13092287,0.48181294,0.00290149,8.95E-05,994624
78,GJ_Mehsana,0.12182486,0.14121962,0.11020809,0.000749773,0.000331685,2027727
79,GJ_Morbi,0.092359747,0.09839727,0.11633403,0.001243593,0.000339213,960329
80,GJ_Navsari,0.079866582,0.083159966,0.17845118,0.002029685,0.000148386,1330711
81,GJ_Panchmahal,0.083594134,0.086191304,0.092464784,0.000784238,0.000319049,2388267
82,GJ_Patan,0.10837289,0.13721497,0.043214449,0.001123886,0.003515296,1342746
83,GJ_Rajkot,0.1047452,0.11783853,0.15545593,0.001470755,0.000711888,3157676
84,GJ_Sabarkantha,0.12400697,0.14347989,0.021152416,0.001460756,0.001764667,2427346
85,GJ_Surat,0.089964199,0.11280905,0.133756,0.002595524,0.001445753,4996391
86,GJ_Surendranagar,0.053990914,0.053414913,0.031882469,0.000675698,0.000723822,1755873
87,GJ_Tapi,0.10123485,0.088486966,0.018528567,0.01025653,0.004319784,806489
88,GJ_Vadodara,0.076489917,0.091218442,0.11950551,0.000695308,0.000642022,3639775
89,HP_Bilaspur,0.10481928,0.13745173,0.086823339,0.00182972,0.000736934,382056
90,HP_Chamba,0.13088692,0.19972406,0.063239162,0.003360286,0.001064134,518844
91,HP_Hamirpur,0.096120102,0.17263581,0.038055621,0.002120178,0.000695883,454293
92,HP_Kangra,0.10853465,0.15267437,0.083465297,0.002533762,0.000318568,1507223
93,HP_Kinnaur,0.11008693,0.050450389,0.063402815,0.002000387,0.001138992,84298
94,HP_Kullu,0.10243476,0.16192743,0.093617685,0.001553215,0.001210241,437474
95,HP_Lahaul_and_Spiti,0.091693243,0.043802933,0.20091834,0.000955245,0.00010404,31528
96,HP_Mandi,0.083641944,0.13513945,0.072168966,0.001138683,0.000300208,999518
97,HP_Shimla,0.079757591,0.11728497,0.11769367,0.002137485,0.00054879,813384
98,HP_Sirmaur,0.088451672,0.09553044,0.16263814,0.001803771,0.000226167,530164
99,HP_Solan,0.070664466,0.091170362,0.11158434,0.001264135,0.000328683,576670
100,HP_Una,0.094470062,0.12125532,0.056414773,0.001388286,0.000219993,521057
101,HR_Ambala,0.13759985,0.21067356,0.11783977,0.002003141,0.000547104,1136784
102,HR_Bhiwani,0.091383868,0.099242301,0.14243096,0.003632479,0.001039288,1629109
103,HR_Charkhi_Dadri,0.077632301,0.19787775,9.0197232,0.002999426,5.09E-06,502276
104,HR_Fatehabad,0.11444222,0.12030274,0.32930185,0.002592119,0.000295648,941522
105,HR_Gurugram,0.069274572,0.10238101,0.25253541,0.000511869,6.65E-05,1514085
106,HR_Jhajjar,0.18738091,0.21516671,0.67318824,0.003528326,0.000422771,956907
107,HR_Jind,0.13292169,0.1308212,0.33420288,0.003139145,0.00031694,1332042
108,HR_Kaithal,0.095167893,0.066451746,0.047002826,0.002417832,0.002154423,1072861
109,HR_Karnal,0.10425072,0.20149058,0.044308387,0.001681948,0.00107697,1506323
110,HR_Kurukshetra,0.12283146,0.2726647,0.055682369,0.00155915,0.001290134,964231
111,HR_Mahendragarh,0.081139104,0.10278859,0.060236545,0.001590562,0.000698825,921680
112,HR_Nuh,0.14508589,0.15403673,0.06161032,0.003606571,0.00073096,1089406
113,HR_Palwal,0.10693851,0.12071362,0.06256276,0.001766572,0.000901956,1040493
114,HR_Panchkula,0.068924341,0.067836632,0.13158665,0.001736086,0.001033622,558890
115,HR_Panipat,0.10505221,0.14197086,0.091755687,0.001444412,0.001316235,1202811
116,HR_Rewari,0.081092272,0.10734929,0.10840131,0.001242214,0.000262533,896129
117,HR_Rohtak,0.095338852,0.12574757,0.16177568,0.0015773,0.000179147,1058683
118,HR_Sirsa,0.11603596,0.12331216,0.5860273,0.001827281,0.00017532,1295114
119,HR_Sonipat,0.034417522,0.034478765,0.042932646,0.000680984,0.000626211,1480080
120,HR_Yamunanagar,0.12490282,0.12853377,0.56864936,0.002560472,0.000155382,1214162
121,JH_Bokaro,0.17034757,0.1733717,0.33225252,0.001539388,0.000730292,2061918
122,JH_Chatra,0.076598481,0.001950674,-0.00941353,0.001134306,-0.004572961,1042304
123,JH_Deoghar,0.17166263,0.18207877,0.12034065,0.001434929,0.001960663,1491879
124,JH_Dhanbad,0.14127796,0.14165502,0.14556098,0.001484657,0.001458875,2682662
125,JH_Dumka,0.073633781,0.018657336,0.011251332,0.001381175,0.003480081,1321096
126,JH_East_Singhbhum,0.10651191,0.12875393,0.16656331,0.002097281,0.001045979,2291032
127,JH_Garhwa,0.13926934,0.14139938,0.089241387,0.00120934,0.000859358,1322387
128,JH_Godda,0.17041621,0.14223239,0.13489513,0.000951658,0.002332157,1311382
129,JH_Gumla,0.062221477,0.031562252,0.073973002,0.000371193,0.000701167,1025656
130,JH_Hazaribagh,0.096932736,0.12261844,0.022594481,0.000749884,0.004295955,1734005
131,JH_Jamtara,0.097654232,0.072609854,0.03317955,0.002280171,0.001573857,790207
132,JH_Khunti,0.095618722,0.1034808,0.049129138,0.000930222,0.000729565,530299
133,JH_Latehar,0.074252061,0.058032806,0.041258073,0.001353553,0.000797,725673
134,JH_Palamu,0.10495078,0.094823897,0.046146053,0.001013497,0.001162269,1936319
135,JH_Ranchi,0.10990556,0.13787974,0.22296526,0.000673347,0.000742172,2912022
136,JH_West_Singhbhum,0.16916123,0.27206254,0.042047358,0.002330407,0.002936697,1501619
137,JK_Anantnag,0.083084811,0.10827666,0.047590755,0.001199805,0.001187773,1070144
138,JK_Bandipora,0.075100616,0.077609819,0.19147164,0.000933117,0.000398848,385099
139,JK_Baramulla,0.073281463,0.091334689,0.090842087,0.001608517,0.000318986,1015503
140,JK_Budgam,0.075999495,0.091357283,0.10076891,0.00120065,0.000722391,735753
141,JK_Doda,0.078871,0.0059177,0.032805375,0.00129282,0.003273551,409576
142,JK_Ganderbal,0.080169035,0.088754747,0.073935376,0.001289252,0.000651979,297003
143,JK_Jammu,0.065268947,0.12020649,0.054057423,0.00106147,0.002185617,1526406
144,JK_Kathua,0.1084349,0.099788757,0.11478048,0.002244798,0.000981477,615711
145,JK_Pulwama,0.085626415,0.091655075,0.14097341,0.002574853,0.000371925,570060
146,JK_Punch,0.078849073,0.051674477,0.052466875,0.001315221,0.000829931,476820
147,JK_Rajouri,0.074966804,0.026983008,0.17115659,0.001588213,0.001932761,619266
148,JK_Reasi,0.090316125,0.097829741,0.055673151,0.0013459,0.000331232,314714
149,JK_Samba,0.074460423,0.062346441,0.21245929,0.001912249,0.000247607,318611
150,JK_Srinagar,0.072159239,0.08868512,0.1543834,0.001660177,0.000732827,1269751
151,JK_Udhampur,0.10721752,0.10824834,0.31363934,0.002045394,0.000364863,555357
152,KA_Bagalkote,0.12452191,0.15475059,0.11692124,0.001382798,0.000713833,1890826
153,KA_Ballari,0.090491621,0.15059743,0.10859329,0.00158358,0.001111252,2532383
154,KA_Belagavi,0.093344226,0.11627024,0.060133904,0.001254411,0.004020225,4778439
155,KA_Bidar,0.095793882,0.13299331,0.028612104,0.002610962,0.003490256,1700018
156,KA_Chamarajanagara,0.092378981,0.14252167,0.047989062,0.001421454,0.000773637,1020962
157,KA_Chikkaballapura,0.11155428,0.1459701,0.17521094,0.001037844,0.000294153,1254377
158,KA_Chikkamagaluru,0.12795376,0.15964903,0.26065538,0.001331896,0.000495371,1137753
159,KA_Chitradurga,0.10462411,0.14231511,0.1069944,0.000681836,0.001001674,1660378
160,KA_Dakshina_Kannada,0.069747474,0.092728532,0.1423508,0.001417147,0.001277952,2083625
161,KA_Dharwad,0.081451399,0.10313698,0.11241532,0.002058635,0.001317256,1846993
162,KA_Haveri,0.099370009,0.13954489,0.061163083,0.001946921,0.002262848,1598506
163,KA_Kalaburagi,0.069298174,0.078016363,0.39489192,0.001306149,0.000377116,2564892
164,KA_Kodagu,0.092563813,0.12387214,0.0910928,0.001885564,0.000702007,554762
165,KA_Kolar,0.084271282,0.10469955,0.068770466,0.002102699,0.000733873,1540231
166,KA_Koppal,0.094560723,0.12087551,0.10381845,0.002045352,0.001968141,1391292
167,KA_Mandya,0.094253408,0.12276285,0.10968731,0.000875596,0.001913279,1808680
168,KA_Mysuru,0.11255969,0.14647145,0.42647186,0.001985562,0.000844332,2994744
169,KA_Raichur,0.096125449,0.10684918,0.10063032,0.001126494,0.003061191,1924773
170,KA_Ramanagara,0.10376763,0.13567081,0.07245691,0.001596506,0.00061185,1082739
171,KA_Tumakuru,0.13340808,0.18170515,0.20605465,0.001512285,0.000350904,2681449
172,KA_Udupi,0.083747467,0.14182536,0.10917308,0.001054264,0.000397559,1177908
173,KA_Uttara_Kannada,0.096918712,0.14410372,0.1303627,0.001311454,0.000327892,1353299
174,KA_Vijayapura,0.12135134,0.13927749,0.15729473,0.002206324,0.001050567,2175102
175,KA_Yadgir,0.10012027,0.145773,0.087231419,0.000892156,0.002350697,1172985
176,KL_Alappuzha,0.065596154,0.089860332,0.34927272,0.000388842,0.000326829,2121943
177,KL_Ernakulam,0.071888393,0.099940836,0.4552957,0.000314917,0.000285827,3279860
178,KL_Idukki,0.065214462,0.09228507,0.24487503,0.000171522,0.00015738,1107453
179,KL_Kannur,0.07392795,0.10595696,0.14046461,0.000466228,0.000719848,2525637
180,KL_Kasaragod,0.080104821,0.11149454,0.15663597,0.000531879,0.000649143,1302600
181,KL_Kottayam,0.07846929,0.11005307,0.55464093,0.000328023,0.000183115,1979384
182,KL_Kozhikode,0.073748665,0.10003068,0.47411327,0.000374269,0.000489654,3089543
183,KL_Malappuram,0.065548234,0.1002133,0.1139017,0.000344736,0.000727702,4110956
184,KL_Palakkad,0.06597394,0.08861489,0.21114243,0.000391337,0.001023877,2810892
185,KL_Thiruvananthapuram,0.0978665,0.14170265,0.30190485,0.000777653,0.000313136,3307284
186,KL_Thrissur,0.067933999,0.10841309,0.13855359,0.000402015,0.000615366,3110327
187,KL_Wayanad,0.073499043,0.10085155,0.40623755,0.000501495,0.000170814,816558
188,LA_Kargil,0.10482182,0.10954354,0.16395834,0.005049158,0.000316897,143000
189,LA_Leh,0.066382003,0.12293389,0.10362739,0.002174044,9.85E-05,147000
190,MH_Akola,0.066677217,0.094195044,0.066284653,0.00402484,0.000576935,1818617
191,MH_Amravati,0.13629826,0.16930052,0.27087489,0.002018896,0.001124079,2887826
192,MH_Beed,0.088989803,0.11283686,0.084809676,0.002690391,0.001330104,2585962
193,MH_Bhandara,0.079585123,0.091643361,0.092147009,0.002718584,0.002132427,1198810
194,MH_Buldhana,0.098009524,0.11891317,0.13956425,0.001820523,0.000806447,2588039
195,MH_Chandrapur,0.056302194,0.13345392,0.023156124,0.001981773,0.005444574,2194262
196,MH_Gadchiroli,0.10233609,0.13796535,0.097456323,0.003064128,0.001338375,1071795
197,MH_Gondia,0.090837365,0.096031201,0.38307081,0.001485368,0.000915814,1322331
198,MH_Jalna,0.075767527,0.10446905,0.056322959,0.002474748,0.001102292,1958483
199,MH_Kolhapur,0.088007699,0.16730618,0.086318058,0.00319152,0.002294377,3874015
200,MH_Latur,0.07472575,0.12704996,0.049724221,0.002211985,0.002052383,2455543
201,MH_Mumbai,0.044947746,0.060957167,0.068825747,0.00751119,0.00223041,12442373
202,MH_Nanded,0.06396155,0.12543989,0.02861631,0.001935428,0.003067343,3356566
203,MH_Nandurbar,0.075397172,0.077600113,0.23811129,0.001905661,0.000519248,1646177
204,MH_Osmanabad,0.074271499,0.096728884,0.084103055,0.002334616,0.002339585,1660311
205,MH_Parbhani,0.07173652,0.098843564,0.025802311,0.002903865,0.003531677,1835982
206,MH_Raigad,0.081396312,0.1241377,0.22489342,0.003272406,0.000459653,2635394
207,MH_Ratnagiri,0.059326927,0.15683042,0.019374375,0.002593754,0.000846979,1612672
208,MH_Sindhudurg,0.064158285,0.24183179,0.013996718,0.003218712,0.004265487,848868
209,MH_Wardha,0.10525305,0.11431327,0.35217748,0.004939292,0.000424721,1296157
210,MH_Washim,0.1301633,0.16685412,0.11390541,0.004945861,0.000945839,1196714
211,MH_Yavatmal,0.08324605,0.20518727,0.018795226,0.00333798,0.000586996,2775457
212,ML_East_Khasi_Hills,0.07643016,0.12999179,0.046293038,0.00133598,0.001236343,824059
213,ML_West_Garo_Hills,0.10559145,0.17693001,0.01287097,0.002747796,0.002462175,642923
214,MP_Alirajpur,0.092692224,0.080481415,-1.4289217,0.009299144,-1.58E-05,728677
215,MP_Anuppur,0.085069991,0.025300881,0.067432278,0.001440662,0.000729476,749521
216,MP_Ashoknagar,0.14823403,0.11875407,0.053071742,0.004857775,0.001675154,844979
217,MP_Balaghat,0.15338522,0.14567279,0.17424429,0.001057832,0.000566379,1701156
218,MP_Barwani,0.10851482,0.11197853,0.079901275,0.001829854,0.001249941,1385659
219,MP_Betul,0.11905578,0.10688596,0.1548684,0.002979084,0.00065108,1575247
220,MP_Chhatarpur,0.1233041,0.11924571,0.047459158,0.002385948,0.001114379,1762857
221,MP_Damoh,0.081953841,0.059569689,0.040845399,0.002312535,0.00162936,1263703
222,MP_Datia,0.11667288,0.075969173,0.037322385,0.005071581,0.001980285,786375
223,MP_Dewas,0.13476237,0.13401605,0.12304805,0.001731625,0.000807895,1563107
224,MP_Dhar,0.12550504,0.11309419,0.24355759,0.001756882,0.000701439,2184672
225,MP_Guna,0.093487099,0.07103735,-0.030516061,0.003111234,-0.00260861,1240938
226,MP_Gwalior,0.093511213,0.13652138,0.058619897,0.001438219,0.000974241,2030543
227,MP_Harda,0.091439208,0.081756402,0.040994319,0.002622638,0.001107899,570302
228,MP_Indore,0.087109796,0.11256934,0.34261776,0.001023502,8.27E-05,3272335
229,MP_Jhabua,0.082778923,0.07041265,0.040751394,0.002030577,0.001436831,1024091
230,MP_Khandwa,0.14300039,0.13722607,0.30196432,0.004954307,0.000587983,1309443
231,MP_Khargone,0.11325568,0.11461583,0.12876686,0.001988145,0.001600238,1872413
232,MP_Mandla,0.065337611,0.058213242,-0.019984621,0.004801746,-0.002298216,1053522
233,MP_Morena,0.11308035,0.10774361,0.074876547,0.00184414,0.000606581,1965137
234,MP_Raisen,0.092423361,0.12535537,1.3028425,0.003651959,1.41E-05,1331699
235,MP_Rajgarh,0.086730701,0.089720927,0.028839805,0.004898252,0.001815514,1546541
236,MP_Ratlam,0.087802033,0.28479626,22.482389,0.001645262,9.79E-06,1454483
237,MP_Rewa,0.11988685,0.11480589,0.10152645,0.001642135,0.000896781,2363744
238,MP_Sagar,0.084878503,0.093031882,0.020634793,0.003003219,0.007106109,2378295
239,MP_Satna,0.26097413,0.29425564,0.1123221,0.002638172,0.001635386,2228619
240,MP_Sehore,0.096034546,0.14908654,0.007849327,0.002122129,0.005929944,1311008
241,MP_Seoni,0.10936348,0.10284642,0.032317585,0.001765999,0.000995594,1378876
242,MP_Shajapur,0.13925836,0.11667451,0.084714047,0.003686781,0.001460762,1512353
243,MP_Sheopur,0.093937449,0.12468071,0.009010303,0.004547454,0.00367766,687952
244,MP_Shivpuri,0.10465248,0.087019077,0.046832011,0.001863834,0.001455385,1725818
245,MP_Sidhi,0.10128005,0.10266227,0.03486206,0.001842555,0.001328349,1126515
246,MP_Singrauli,0.11239085,0.088833997,0.046186579,0.001864457,0.001254613,1178132
247,MP_Tikamgarh,0.063593675,0.026365825,0.051087632,0.003487685,0.002305471,1444920
248,MP_Ujjain,0.1083629,0.1421297,0.027007498,0.001556057,0.002531427,1986864
249,MP_Umaria,0.1290933,0.1351648,0.055191651,0.006643903,0.001070692,643579
250,MP_Vidisha,0.1094896,0.12359729,0.10478864,0.002169029,0.000525243,1458212
251,MZ_Aizawl,0.10358671,0.13534505,0.087684876,0.000797705,0.000260708,404054
252,NL_Dimapur,0.063229696,0.075216926,0.22592071,0.001105502,9.42E-05,379769
253,NL_Kohima,0.035002141,0.034202939,0.043961162,0.001363241,0.000366518,270063
254,OR_Angul,0.14427755,0.17249698,0.29386528,0.001069805,0.000516299,1271703
255,OR_Balangir,0.12769056,0.14877225,0.12606787,0.000976848,0.000984763,1648574
256,OR_Balasore,0.1204401,0.16380943,0.070107598,0.001464461,0.001627939,2317419
257,OR_Bargarh,0.10915026,0.11391205,0.33394476,0.000639397,0.000792131,1478833
258,OR_Bhadrak,0.12237829,0.12834152,0.18547978,0.000586439,0.000846108,1506522
259,OR_Boudh,0.11206698,0.1224517,0.05342995,0.001310086,0.001723005,439917
260,OR_Cuttack,0.11795692,0.18118985,0.13007494,0.000529795,0.000962105,2618708
261,OR_Deogarh,0.087554986,0.077203541,0.3337922,0.005354815,0.000130143,312164
262,OR_Dhenkanal,0.13025476,0.15175028,0.11507093,0.001529072,0.000902083,1192948
263,OR_Gajapati,0.11384488,0.11295243,0.15677847,0.001436556,0.000576483,575880
264,OR_Ganjam,0.13100874,0.21652079,0.065643331,0.00143913,0.003772573,3520151
265,OR_Jagatsinghpur,0.11226029,0.1409258,0.12865586,0.00074004,0.001363601,1136604
266,OR_Jajpur,0.11482885,0.16307468,0.083984682,0.000480945,0.00132884,1826275
267,OR_Jharsuguda,0.1120811,0.13836418,0.15664058,0.00082065,0.000661508,579499
268,OR_Kalahandi,0.11661403,0.17183109,0.041876237,0.001098615,0.001016006,1573054
269,OR_Kandhamal,0.13028501,0.15519737,0.14583149,0.001297426,0.000701397,731952
270,OR_Kendrapara,0.10596385,0.13559019,0.070948995,0.000670673,0.002110556,1439891
271,OR_Kendujhar,0.12794347,0.1616983,0.080585934,0.001561869,0.000840268,1802777
272,OR_Khordha,0.09141654,0.14946867,0.17185535,0.000480184,0.001079976,2246341
273,OR_Koraput,0.13778317,0.17893352,0.1017227,0.000960047,0.000700125,1376934
274,OR_Malkangiri,0.10515482,0.11500882,0.20853876,0.001353261,0.00038157,612727
275,OR_Mayurbhanj,0.11573262,0.13643412,0.11544613,0.000983713,0.002214826,2513895
276,OR_Nabarangapur,0.12196149,0.17312022,0.04873714,0.000759071,0.002139026,1218762
277,OR_Nayagarh,0.11801986,0.14147976,0.1046959,0.001325447,0.001069929,962215
278,OR_Nuapada,0.14824163,0.21675008,0.16944253,0.001181503,0.00033689,606490
279,OR_Puri,0.12597694,0.20596247,0.086499874,0.001015015,0.001002151,1697983
280,OR_Rayagada,0.13144079,0.17899011,0.1340978,0.000647587,0.001159807,961959
281,OR_Sambalpur,0.10265734,0.11795578,0.16042489,0.001404286,0.000577166,1044410
282,OR_Subarnapur,0.11409045,0.12816873,0.11217237,0.001034194,0.000805373,652107
283,OR_Sundargarh,0.12010675,0.13893648,0.28901642,0.001916507,0.000559209,2080664
284,PB_Amritsar,0.11822309,0.19553614,0.05780151,0.004802867,0.000749376,2490891
285,PB_Barnala,0.073497815,0.068083563,0.15585099,0.002555696,0.000193554,596294
286,PB_Bathinda,0.084423177,0.11395001,0.040429034,0.00250278,0.002402493,1388859
287,PB_Faridkot,0.1011827,0.09851716,0.051415158,0.002704942,0.001500328,618008
288,PB_Fatehgarh_Sahib,0.11671547,0.11835032,0.091005301,0.007129643,0.000893975,599814
289,PB_Fazilka,0.093735467,0.084831564,0.058355888,0.002002998,0.001548879,1180483
290,PB_Gurdaspur,0.11421589,0.1998305,0.026861564,0.003448324,0.004887519,2299026
291,PB_Hoshiarpur,0.18169421,0.19611628,0.69052443,0.005823338,0.00086551,1582793
292,PB_Kapurthala,0.092886347,0.088332761,0.07110945,0.004800384,0.001606913,817668
293,PB_Ludhiana,0.13795615,0.19158874,0.15537986,0.004793153,0.001014182,3487882
294,PB_Mansa,0.098577496,0.074121605,0.04063078,0.003104487,0.001406982,768808
295,PB_Moga,0.067021908,0.10726261,0.003818271,0.003888761,0.015205395,992289
296,PB_Pathankot,0.10123394,0.23259583,0.038875215,0.002903452,0.002416345,626154
297,PB_Patiala,0.12286663,0.17149654,0.079692368,0.003886573,0.001488281,2892282
298,PB_Rupnagar,0.09457104,0.073845895,0.081030317,0.004748784,0.002119117,683349
299,PB_Sangrur,0.10855722,0.11972607,0.065632063,0.00542223,0.001734551,1654408
300,PB_Shahid_Bhagat_Singh_Nagar,0.14694918,0.13007197,0.25065253,0.005497285,0.000580965,614362
301,PB_Sri_Muktsar_Sahib,0.092093208,0.086012066,0.069477307,0.002423743,0.001387393,902702
302,PB_S_A_S__Nagar,0.10545507,0.12764089,0.41829474,0.002054468,0.000555312,986147
303,PB_Tarn_Taran,0.13155524,0.11621394,0.06324905,0.003761571,0.001683918,1120070
304,PY_Karaikal,0.097769479,0.26212288,0.066463316,0.002150642,0.001770024,200222
305,PY_Mahe,0.079166402,0.10354749,0.21018568,0.001549422,0.000164188,41816
306,PY_Yanam,0.106139,0.12109227,0.18148728,0.002568132,0.000354747,55626
307,RJ_Ajmer,0.21371003,0.24652383,1.5197301,0.003211183,0.000119151,2584913
